CustomerId,Surname,Geography,Gender,Age,Tenure,ActiveEmployee,Salary,Left
15755196,Lavine,France,Female,49,2,0,194365.76,1
15684171,Bianchi,Spain,Female,61,5,1,158338.39,0
15754849,Tyler,Germany,Female,32,4,1,126517.46,0
15602280,Martin,Germany,Female,27,9,1,119708.21,1
15771573,Okagbue,Germany,Female,39,9,1,117622.8,1
15766205,Yin,Germany,Male,38,2,1,90878.13,0
15771873,Buccho,Germany,Female,37,2,0,194099.12,0
15616550,Chidiebele,Germany,Male,44,10,0,198059.16,0
15768193,Trevisani,Germany,Male,36,5,0,86424.57,0
15683553,O'Brien,France,Female,33,5,0,116978.19,0
15702298,Parkhill,Germany,Male,41,8,0,164040.94,1
15569590,Yoo,Germany,Male,42,1,0,40014.76,1
15760861,Phillipps,France,Male,43,1,1,113410.49,0
15630053,Tsao,France,Male,45,5,0,87107.57,0
15647091,Endrizzi,Germany,Male,19,0,0,45613.75,0
15623944,T'ien,Spain,Female,66,4,0,1643.11,1
15804771,Velazquez,France,Male,51,4,1,46775.28,0
15651280,Hunter,Germany,Male,35,5,0,84509.57,0
15773469,Clark,Germany,Female,27,9,0,126494.82,0
15702014,Jeffrey,Spain,Male,33,1,0,178798.13,0
15751208,Pirozzi,Spain,Male,56,8,1,99398.36,0
15592461,Jackson,Germany,Male,26,4,1,92840.67,0
15789484,Hammond,Germany,Female,36,6,1,27758.36,0
15696061,Brownless,Germany,Female,34,1,0,110431.51,0
15641582,Chibugo,Germany,Male,43,10,1,196673.28,0
15638424,Glauert,Germany,Female,35,5,1,113656.85,0
15755648,Pisano,France,Female,21,8,0,18203,0
15703793,Konovalova,Germany,Male,58,2,0,28373.86,1
15620344,McKee,France,Male,29,6,0,33953.87,0
15812518,Palermo,Spain,Female,37,0,1,44203.55,0
15779052,Ballard,Germany,Female,25,5,1,58426.81,0
15770811,Wallace,France,Male,36,9,1,145562.4,0
15780961,Cavenagh,France,Female,21,1,0,22388,0
15614049,Hu,France,Male,55,8,1,139161.64,0
15662085,Read,France,Female,32,9,1,148210.64,0
15575185,Bushell,Spain,Male,33,5,1,194239.63,0
15803136,Postle,Germany,Female,41,10,0,98301.61,0
15706021,Buley,France,Female,34,1,0,171413.66,0
15663706,Leonard,France,Female,32,2,0,136458.19,1
15641732,Mills,France,Female,36,3,0,26019.59,0
15701164,Onyeorulu,France,Female,34,4,1,159235.29,0
15738751,Beit,France,Female,46,4,0,1907.66,0
15805254,Ndukaku,Spain,Female,75,10,1,114675.75,0
15762418,Gant,Spain,Male,22,3,0,128643.35,1
15625759,Rowley,France,Male,30,9,0,151869.35,0
15622897,Sharpe,France,Female,46,4,0,93251.42,1
15767954,Osborne,Germany,Female,28,3,1,156791.36,0
15757535,Heap,Spain,Female,44,5,1,174205.22,1
15731511,Ritchie,France,Male,45,7,0,147132.46,0
15809248,Cole,France,Female,36,10,0,109614.57,0
15640635,Capon,France,Male,29,8,1,172290.61,0
15676966,Capon,Spain,Male,42,4,1,85982.47,0
15699461,Fiorentini,Spain,Male,35,10,1,121277.78,0
15738721,Graham,Spain,Male,41,9,1,64595.25,0
15693683,Yuille,Germany,Male,29,8,1,197276.13,0
15604348,Allard,Spain,Male,22,8,0,99645.04,0
15633059,Fanucci,France,Male,34,9,0,6534.18,0
15808582,Fu,France,Female,40,6,1,161848.03,0
15743192,Hung,France,Female,44,6,0,167162.43,0
15580146,Hung,France,Male,31,9,0,41970.72,0
15776605,Bradley,Spain,Male,36,7,0,60536.56,0
15804919,Dunbabin,Spain,Female,65,1,1,177655.68,1
15613854,Mauldon,Spain,Female,46,4,1,30984.59,1
15599195,Stiger,Germany,Male,32,1,1,10054.53,0
15812878,Parsons,Germany,Female,36,2,1,36976.52,0
15602312,Walkom,Spain,Male,33,5,0,71862.79,0
15744689,T'ang,Germany,Male,35,9,0,99449.86,1
15803526,Eremenko,Germany,Male,30,3,1,63082.88,0
15665790,Rowntree,Germany,Male,39,7,0,27231.26,0
15715951,Thorpe,France,Male,42,2,0,86797.41,0
15591100,Chiemela,Spain,Male,36,9,1,22994.32,0
15609618,Fanucci,Germany,Male,28,9,1,101300.94,1
15675522,Ko,Germany,Female,30,9,1,74169.13,0
15705512,Welch,Germany,Female,37,6,0,115638.29,0
15698028,Duncan,France,Female,41,1,0,31766.3,0
15661670,Chidozie,Germany,Female,31,8,0,199725.39,1
15600781,Wu,Germany,Male,34,4,0,120834.48,0
15682472,Culbreth,France,Male,34,8,0,38131.77,0
15580203,Kennedy,Spain,Male,39,6,0,100130.95,0
15690673,Cameron,France,Female,39,6,0,141069.88,0
15760085,Calabresi,Germany,Female,48,10,1,198129.36,0
15779659,Zetticci,France,Female,28,3,0,183646.41,0
15627360,Fuller,France,Male,42,9,0,110265.24,1
15671137,MacDonald,France,Female,52,1,1,8636.05,1
15782688,Piccio,Germany,Male,56,0,0,46824.08,1
15575492,Kennedy,France,Female,41,7,0,171378.77,0
15591607,Fernie,France,Male,24,9,0,167256.35,0
15740404,He,France,Female,34,3,1,124226.16,0
15718369,Kaodilinakachukwu,Germany,Female,33,9,1,114935.21,0
15677871,Cocci,France,Male,38,9,1,35608.88,0
15642004,Alekseeva,France,Male,25,1,1,16459.37,0
15712543,Chinweike,Germany,Male,39,7,1,124411.08,0
15584518,Arthur,Germany,Female,50,5,1,34941.23,0
15802381,Li,Germany,Female,34,5,1,167784.28,0
15610156,Ma,France,Male,40,2,1,93165.34,0
15594408,Chia,Spain,Female,48,2,0,75161.25,1
15640905,Vasin,Spain,Female,35,1,1,8590.83,1
15698932,Groves,Germany,Male,44,10,0,189543.9,0
15724944,Tien,France,Male,34,7,1,180427.24,0
15628145,Forwood,France,Female,43,5,1,193318.33,0
15713483,Greeves,Spain,Male,52,2,0,159123.82,1
15612350,Taylor,France,Female,31,5,0,126213.84,1
15800703,Madukwe,Spain,Female,21,5,1,54141.5,0
15705707,Bennelong,Spain,Female,29,8,0,141075.51,0
15754105,Olisanugo,France,Male,37,5,0,24495.03,0
15703264,Chukwufumnanya,France,Male,44,9,0,74836.34,0
15794413,Harris,France,Male,32,0,1,878.87,0
15650237,Morgan,Spain,Female,32,7,0,89520.75,0
15759618,Alexeeva,France,Female,48,9,0,149892.79,1
15811589,Metcalfe,Spain,Male,42,8,0,180800.42,0
15689044,Humphries,France,Male,37,2,0,98646.22,0
15709368,Milne,France,Female,43,6,1,109041.53,0
15679145,Chou,Spain,Male,57,7,0,17941.16,1
15655007,Li,France,Female,33,7,0,82996.47,0
15623595,Clayton,Spain,Female,28,2,1,92067.35,0
15589975,Maclean,France,Female,73,6,1,104719.66,0
15804017,Chigolum,Germany,Female,33,4,0,112687.57,0
15692132,Wilkinson,Spain,Female,22,6,1,84699.56,0
15641122,Wei,France,Male,30,2,0,83473.82,0
15630910,Treacy,France,Female,49,7,0,47125.11,0
15680772,Hu,Spain,Female,36,2,1,106977.8,0
15658929,Taverner,Spain,Male,29,0,0,55582.54,1
15585388,Sherman,Germany,Male,31,9,1,139874.43,0
15724623,Taubman,Germany,Female,24,7,0,162503.48,1
15588537,Robinson,Spain,Female,41,9,0,196499.96,0
15574692,Pinto,Spain,Female,39,2,0,40721.24,1
15611325,Wood,Germany,Male,24,9,0,53134.3,0
15587562,Hawkins,France,Female,29,4,0,164017.89,0
15613172,Sun,Germany,Male,27,5,0,155996.96,0
15651022,Yost,Germany,Male,44,10,0,5472.7,1
15586310,Ting,France,Male,30,4,0,112187.11,0
15625524,Rowe,France,Male,40,5,1,146457.83,0
15755209,Fu,Spain,Female,35,7,1,27286.1,0
15645248,Ho,France,Female,30,0,1,130553.47,0
15790355,Okechukwu,Germany,Male,36,5,0,179351.89,0
15762615,Campbell,Spain,Female,40,8,1,94774.12,0
15625426,Ashbolt,Germany,Female,55,3,0,8080.85,1
15716334,Rozier,Spain,Female,45,2,1,19482.5,0
15789669,Hsia,France,Male,65,2,1,48071.61,0
15621075,Ogbonnaya,Germany,Female,45,1,0,174531.27,0
15810845,T'ang,France,Male,42,2,1,55470.78,0
15719377,Cocci,France,Female,50,4,1,8546.87,1
15654506,Chang,France,Male,32,8,0,95857.18,0
15771977,T'ao,France,Female,39,1,0,194945.8,0
15708710,Ford,Spain,Female,37,0,1,131521.72,0
15726676,Marshall,Spain,Male,30,5,1,196108.51,0
15587421,Tsai,Germany,Female,34,7,0,148564.76,0
15726931,Onwumelu,France,Female,41,8,0,92982.61,1
15771086,Graham,France,Female,36,3,0,17675.36,0
15756850,Golovanov,France,Male,40,1,0,114996.43,0
15702741,Potts,France,Male,32,8,0,86957.42,0
15679200,Crawford,Spain,Male,29,9,0,128077.8,0
15594815,Aleshire,France,Male,35,3,1,600.36,0
15635905,Moran,Spain,Female,32,6,1,43001.46,0
15777892,Samsonova,Germany,Male,37,3,1,158591.12,0
15656176,Jenkins,France,Male,57,10,1,47847.19,0
15811127,Volkov,France,Male,35,6,0,10488.44,0
15604482,Chiemezie,Spain,Male,30,2,1,5978.2,0
15622911,Jude,France,Male,42,4,1,121409.06,0
15600974,He,Spain,Male,50,5,1,146145.93,1
15727868,Onuora,France,Female,38,2,1,14374.86,1
15627801,Ginikanwa,Spain,Male,33,3,0,94670.77,0
15773039,Ku,France,Male,37,3,1,179670.31,0
15755262,McDonald,Spain,Female,41,3,0,199304.74,1
15679531,Collins,France,Male,34,5,1,151954.39,0
15684181,Hackett,France,Male,45,5,0,142513.5,1
15612087,Dike,France,Male,45,2,1,158264.62,0
15752047,Trevisano,Germany,Male,33,2,0,169381.9,0
15624592,Tan,France,Male,31,8,1,169915.02,0
15573152,Glassman,France,Female,41,9,0,88852.47,0
15594917,Miller,France,Female,34,1,1,40645.81,0
15785542,Kornilova,Germany,Male,26,4,0,60427.3,0
15723488,Watson,Germany,Male,47,7,1,157959.02,1
15680920,Marchesi,France,Male,46,7,0,133007.34,0
15786308,Millar,Spain,Female,33,9,0,176576.62,0
15659366,Shih,France,Male,43,1,0,34888.04,1
15774854,Fuller,France,Male,54,8,1,28737.71,1
15725311,Hay,France,Female,31,9,1,98178.57,0
15787155,Yang,Spain,Male,30,7,1,125010.24,0
15727829,McIntyre,France,Male,42,2,1,167984.61,0
15733247,Stevenson,France,Male,33,10,0,4861.72,1
15568748,Poole,Germany,Male,45,6,1,108872.45,1
15699029,Bagley,France,Male,37,4,0,198252.88,0
15774393,Ch'ien,France,Female,30,9,1,26960.31,0
15676895,Cattaneo,Germany,Female,39,6,1,85746.52,1
15637753,O'Sullivan,Germany,Male,50,2,0,77206.25,1
15605461,Lucas,Germany,Female,29,3,0,61048.53,0
15808473,Ringrose,France,Male,72,1,1,111981.19,0
15627000,Freeman,France,Male,40,0,0,62232.6,0
15787174,Sergeyev,France,Female,37,1,1,156105.03,0
15723886,Fiore,Germany,Male,20,3,1,150135.38,0
15704769,Smith,France,Female,67,5,1,93146.11,0
15772896,Dumetochukwu,Germany,Male,42,6,0,33462.94,1
15711540,Pacheco,France,Female,29,2,1,144375,0
15764866,Synnot,Germany,Female,43,3,0,55803.96,1
15794056,Johnston,France,Female,46,2,0,89048.46,1
15795149,Stevens,France,Male,28,2,1,162812.16,0
15812009,Grant,Spain,Male,38,4,0,136259.65,0
15651001,Tsao,Germany,Female,39,5,0,124052.97,0
15813844,Barnes,France,Male,37,8,1,74158.8,0
15596175,McIntosh,Germany,Male,67,6,1,45071.09,1
15576269,Madison,Spain,Male,34,7,0,62030.06,0
15797219,Ifesinachi,France,Female,40,10,0,131953.23,1
15685500,Glazkov,Germany,Male,26,7,0,79414,0
15599792,Dimauro,France,Female,26,1,1,199638.56,0
15657566,Wieck,Germany,Male,24,8,1,157577.29,0
15772423,Liao,Germany,Male,54,8,0,134420.75,1
15628112,Hughes,Germany,Female,36,5,0,99805.99,0
15753754,Morrison,Spain,Female,34,1,1,97932.68,0
15793726,Matveyeva,France,Female,79,0,1,170968.99,0
15694717,Ku,Germany,Male,37,2,1,57558.95,0
15665834,Cheatham,Spain,Male,28,8,0,176713.47,0
15765297,Yao,Spain,Male,41,0,1,34283.23,0
15636684,Kirkland,France,Male,34,10,1,198637.34,0
15592979,Rose,Germany,Female,34,6,0,156917.12,0
15750803,Jess,France,Female,30,6,1,50457.2,0
15607178,Welch,Germany,Male,38,3,1,140075.55,0
15713853,Ifeajuna,Germany,Male,42,9,1,65323.11,0
15673481,Morton,Spain,Female,48,6,0,64323.24,0
15686776,Rossi,France,Female,32,6,0,14956.44,0
15673693,Reppert,France,Female,26,0,1,111879.21,0
15700696,Kang,Spain,Male,31,9,1,18606.23,0
15813163,Ch'iu,Spain,Female,36,9,0,123137.01,0
15653857,Wallis,France,Male,34,2,1,148528.24,0
15777076,Clark,France,Male,36,7,0,13898.31,0
15717398,Fielding,Spain,Female,39,7,0,81259.25,1
15799217,Zetticci,Germany,Female,35,7,0,161051.75,0
15787071,Dulhunty,Spain,Male,41,9,1,191599.67,0
15619955,Bevington,Germany,Male,34,3,0,48559.19,1
15796505,Boyle,Germany,Female,34,1,1,186339.74,0
15725166,Newton,France,Male,30,8,0,33159.37,0
15800116,Bowman,Germany,Male,28,4,1,93883.53,0
15758685,Dubinina,Spain,Female,37,7,1,110899.3,0
15694456,Toscani,France,Male,62,3,1,11199.04,1
15767339,Chiazagomekpere,France,Female,53,10,0,189992.97,0
15683562,Allen,France,Male,35,6,1,164255.69,0
15782210,K'ung,France,Male,46,1,0,152167.79,1
15668893,Wilsmore,France,Male,39,8,1,33949.67,0
15669169,Hargreaves,Spain,Male,29,10,1,68143.93,0
15643024,Huang,Germany,Male,35,4,1,47251.79,1
15699389,Ch'ien,France,Male,42,7,1,25885.72,0
15708608,Wallwork,France,Female,22,8,1,192633.85,0
15626144,Chu,France,Male,40,7,0,34577.36,0
15573112,Kang,Spain,Male,29,5,0,161229.84,0
15790678,Davidson,France,Female,32,8,0,100816.29,0
15727556,O'Donnell,Spain,Female,26,5,1,181694.44,0
15697307,Nnachetam,Spain,Male,34,10,0,79078.91,0
15652266,Chidiebele,Germany,Male,42,9,1,137316.32,0
15607098,Ahmed,Spain,Female,41,5,0,194926.86,0
15655774,Booth,France,Male,27,7,0,51285.49,0
15590241,Chuang,Spain,Female,34,9,0,150401.53,1
15785819,Shao,France,Male,38,3,1,112491.96,0
15723654,Tsao,France,Male,25,2,0,73656.38,0
15774510,Tien,France,Female,31,4,1,106636.89,0
15684173,Chang,Spain,Female,44,7,0,155853.52,1
15650068,Johnson,France,Male,58,0,1,162599.51,0
15811490,French,France,Male,33,5,1,103737.82,0
15803976,Efremov,France,Female,31,10,0,160990.27,0
15682541,Hartley,Spain,Female,36,6,0,15462.84,0
15695699,Calabrese,France,Male,35,8,0,10334.05,0
15624188,Chiu,France,Female,33,6,1,190686.16,0
15812191,Brennan,France,Male,33,4,0,94440.45,0
15636673,Onwuatuegwu,France,Male,31,1,1,28257.63,0
15594898,Hewitt,France,Male,43,2,1,170034.95,1
15660211,Shih,Germany,Male,35,7,0,31824.29,0
15773972,Balashov,France,Male,50,4,0,127166.49,1
15746726,Doyle,Germany,Male,31,8,0,44937.01,0
15712287,Pokrovskii,France,Female,80,4,1,188603.07,0
15702919,Collins,Germany,Male,30,6,0,145111.37,0
15674398,Russo,France,Male,38,3,0,171463.83,0
15797960,Skinner,Germany,Female,59,0,0,182822.5,0
15631868,Robertson,Spain,Male,36,2,1,87213.33,0
15581539,Atkinson,Spain,Male,37,3,0,57175.32,0
15662736,Doyle,France,Male,49,2,0,120540.83,1
15666252,Ritchie,Spain,Male,42,9,1,28714.34,0
15677512,McEncroe,Spain,Female,22,3,0,85426.28,0
15626114,Pearson,France,Male,24,4,0,46170.75,0
15810834,Gordon,Spain,Female,57,2,1,64448.36,0
15678910,Ts'ai,France,Female,30,8,1,16278.97,0
15694408,Lung,France,Male,40,1,0,182855.42,1
15585215,Yuan,France,Female,31,4,0,50404.72,0
15682757,Pardey,France,Male,30,3,0,107640.25,0
15736601,Tai,France,Male,35,4,0,134132.65,0
15601848,Scott,France,Male,35,2,0,103480.69,0
15736008,Hunter,France,Female,46,9,0,108761.05,1
15669064,Mazzanti,Germany,Male,35,1,1,179012.3,0
15624528,L?,Germany,Male,26,7,1,95145.14,0
15598493,Beach,France,Male,50,7,1,72143.44,0
15601274,Hsieh,Spain,Female,40,1,0,19162.89,0
15702669,Faulkner,Germany,Male,44,2,1,144680.18,0
15728669,Knowles,Germany,Female,30,8,0,177772.03,1
15742668,Day,Spain,Female,37,6,0,5597.94,0
15697441,Hsueh,France,Male,29,7,0,116828.51,1
15740476,Tsao,Germany,Female,32,3,1,174652.51,0
15648064,Kennedy,France,Male,33,2,0,2010.98,0
15636624,Nwabugwu,Spain,Female,39,5,0,14109.85,1
15807923,Young,Germany,Female,39,10,0,43527.4,1
15745844,Kerr,Germany,Female,40,6,1,86099.23,1
15786170,Tien,France,Male,31,4,0,161574.19,0
15681081,Marrero,Spain,Female,47,5,1,38970.14,0
15684484,White,France,Male,22,8,0,127587.22,0
15785869,Pisano,France,Female,25,7,0,30380.12,0
15763859,Brown,France,Female,43,7,0,90908.95,0
15658935,Freeman,Germany,Female,34,9,0,138275.01,0
15747358,Russell,Germany,Male,59,3,1,32171.79,0
15735203,Seleznyov,Germany,Female,32,1,1,126143.23,0
15576256,Yusupova,France,Male,39,5,1,129892.93,0
15659420,Foley,Spain,Male,32,3,1,102416.84,0
15593365,Shih,Spain,Male,39,2,1,18719.67,0
15777352,Ikedinachukwu,Spain,Female,32,7,0,61936.22,0
15812007,Power,Spain,Male,25,6,1,78358.94,0
15625461,Amos,France,Female,45,1,1,147224.27,0
15739438,Reed,France,Male,30,0,0,160979.66,0
15611759,Simmons,Spain,Female,57,8,1,132298.49,0
15661629,Ricci,Spain,Male,34,9,0,174248.52,1
15633950,Yen,France,Male,41,1,1,123547.28,0
15592386,Campbell,France,Male,58,3,1,32790.02,0
15803716,West,Spain,Male,28,3,1,181543.67,0
15696674,Robinson,Germany,Female,45,2,1,2319.96,1
15706365,Bianchi,France,Female,50,9,1,189543.19,0
15745088,Chen,Germany,Female,29,9,0,10940.4,0
15676715,Madukaego,France,Male,68,9,1,199493.38,0
15613085,Ibrahimova,Spain,Female,33,3,1,188193.25,0
15633537,Nolan,Germany,Female,42,9,0,172572.64,0
15594720,Scott,Germany,Female,35,8,1,189339.6,0
15684042,Blair,Germany,Male,34,2,1,53512.16,0
15583303,Monaldo,France,Female,29,2,0,34004.44,0
15611579,Sutherland,Spain,Male,42,4,1,10598.29,0
15774696,Cole,Germany,Female,75,1,1,113428.77,0
15694506,Briggs,Germany,Male,31,0,1,183487.98,0
15688074,Gregory,Germany,Male,31,1,1,187658.09,0
15759537,Bianchi,Germany,Male,35,7,1,172459.39,0
15758449,Angelo,France,Female,39,8,1,21016,0
15583456,Gardiner,Germany,Male,45,10,1,122381.02,1
15667871,Kerr,Spain,Male,35,4,0,128123.66,0
15677371,Ko,Spain,Female,30,2,0,19570.63,0
15629677,Distefano,Spain,Female,39,2,0,188150.6,1
15713578,Farrell,France,Female,50,9,1,111020.24,0
15591509,Milano,France,Male,36,7,0,123775.15,0
15568240,Ting,Germany,Female,30,10,1,146700.22,0
15622993,Boyd,Germany,Male,28,8,0,145251.35,0
15689294,Onyemaechi,Germany,Male,44,3,0,82463.69,0
15720910,Black,France,Female,66,9,1,15928.49,0
15721181,Oliver,Spain,Male,46,6,0,45886.33,0
15776433,Greco,Spain,Male,62,2,1,186489.95,0
15748936,Whitehead,Spain,Female,45,2,1,162922.65,0
15717225,Ikemefuna,France,Female,21,10,0,9262.77,0
15685226,Morrison,Germany,Female,29,7,1,84932.4,0
15785611,Onyeoruru,Germany,Male,38,3,1,71557.12,0
15573456,Cunningham,Spain,Male,46,9,0,77405.95,1
15684548,Demidov,Spain,Male,38,8,0,417.41,1
15620505,Celis,Spain,Female,24,0,1,71405.17,0
15807432,Cheng,Germany,Female,37,2,1,153400.24,0
15584766,Knight,France,Male,33,3,1,371.05,0
15612187,Morin,Germany,Male,32,8,0,67789.99,0
15762218,Mills,France,Female,39,9,1,145894.9,0
15646372,Outhwaite,France,Female,66,1,0,183840.51,1
15690452,Tung,France,Male,52,1,0,108887.44,0
15747795,Pai,Germany,Female,38,4,1,154071.27,0
15781589,Carpenter,Spain,Male,52,8,1,179291.85,0
15732674,Fennell,Spain,Male,36,6,1,56937.43,0
15642291,Fontaine,France,Male,23,8,1,112239.03,0
15692761,Pratt,France,Male,36,9,0,45909.87,0
15578045,Mitchell,Spain,Female,49,9,0,173779.25,1
15745354,Franklin,Spain,Female,37,4,0,125696.26,0
15701376,K'ung,Germany,Male,37,10,1,159585.61,0
15691625,Ko,Germany,Female,41,3,0,106761.47,0
15566594,McKenzie,Spain,Male,23,10,0,129590.18,0
15760431,Pino,France,Male,38,1,1,80006.65,0
15686302,Fisk,Spain,Female,31,3,1,140451.52,0
15801559,Chiang,Germany,Female,41,9,1,187929.43,1
15810432,Moseley,Spain,Male,35,8,0,167155.36,0
15809616,Hsiung,Spain,Male,26,8,0,191420.71,0
15720559,Heath,Germany,Female,61,5,0,11384.45,1
15695632,Dellucci,France,Female,39,9,1,94898.1,0
15659843,Li,France,Female,46,6,0,106781.59,0
15615624,De Salis,France,Female,28,6,0,159508.52,0
15810418,T'ang,Germany,Female,60,3,0,93524.19,1
15716186,Richardson,France,Female,38,2,0,87168.46,0
15674551,Fitch,Germany,Male,40,7,0,8128.32,1
15622834,Stevenson,France,Female,35,4,0,125518.32,0
15566111,Estes,France,Male,39,9,0,48963.59,0
15784597,Lattimore,France,Male,26,9,0,98368.24,0
15652883,Chung,Germany,Male,39,10,0,148584.61,0
15806964,Utz,France,Male,45,0,1,27474.81,0
15576313,Wei,Germany,Female,40,9,0,76192.21,0
15806467,Boyle,Germany,Male,40,1,0,134600.94,1
15597602,Nwachinemelu,Germany,Male,57,3,1,72467.99,1
15743040,Kuznetsova,Germany,Male,41,2,1,199645.45,0
15705521,Pisani,Germany,Female,33,0,0,42749.85,0
15595039,Manna,Germany,Female,37,8,0,136050.44,1
15799384,Collier,France,Male,33,8,0,73564.44,0
15581197,Ricci,France,Female,51,3,1,85578.63,0
15693737,Carr,Germany,Female,30,4,0,129826.89,0
15624623,Hs?,France,Male,35,10,0,119666,0
15783501,Findlay,France,Female,38,2,0,68052.08,0
15690134,Hughes,Germany,Female,42,3,1,164104.74,0
15782735,Chukwuemeka,France,Female,35,3,0,80190.36,0
15611088,Genovese,France,Female,31,9,0,84126.75,0
15672145,Swift,France,Female,34,7,1,70179,0
15732628,Ugoji,France,Male,46,2,1,118024.1,0
15787470,Parkinson,Spain,Male,47,3,0,145704.19,1
15803406,Ross,France,Female,26,1,1,183049.41,0
15730460,Oleary,France,Male,37,2,0,120906.83,0
15644572,Turnbull,France,Male,40,4,1,100433.83,0
15694860,Uspensky,France,Female,38,6,0,138777,1
15658169,Cook,Spain,Female,47,6,0,124694.99,0
15794396,Newbold,Germany,Female,38,7,0,40084.32,0
15785798,Uchechukwu,France,Male,40,9,1,119232.33,0
15710825,Ch'en,Spain,Male,31,7,0,43921.36,0
15668444,He,Spain,Female,44,3,0,62222.81,0
15726631,Hilton,France,Female,39,6,1,56577,0
15733797,Sal,France,Male,36,5,0,164253.35,0
15747960,Eluemuno,France,Male,33,3,1,7666.73,0
15634632,Titus,France,Male,38,3,0,68487.51,0
15707362,Yin,Germany,Male,43,1,1,199273.98,1
15662976,Lettiere,Spain,Male,37,8,1,186062.36,0
15732778,Templeman,Germany,Male,29,1,1,195711.16,0
15718443,Chibuzo,France,Male,39,3,0,36692.17,0
15670039,Sun,Spain,Female,25,3,0,106920.57,0
15773792,Evans,France,Female,32,4,1,48725.68,1
15613786,Ogbonnaya,Spain,Male,26,4,1,167036.94,0
15726032,Enyinnaya,France,Male,33,9,0,68777.26,0
15663252,Olisanugo,Spain,Female,32,9,1,18924.92,0
15593782,Brookes,Germany,Female,38,5,0,71905.77,1
15633283,Padovano,France,Male,35,8,0,64833.28,0
15749167,Fisk,France,Male,35,3,1,184843.77,0
15759298,Shih,Spain,Male,27,10,1,176730.02,0
15683625,Hare,France,Male,37,1,0,20629.4,1
15635367,Muir,France,Male,26,2,0,28415.36,0
15681705,Fanucci,France,Male,28,8,0,77231.27,0
15603156,Elewechi,France,Female,33,1,0,102750.7,0
15591986,Johnston,Germany,Male,46,6,0,34580.8,1
15798888,Pisano,Germany,Female,31,1,1,183598.77,0
15809722,Ankudinov,France,Female,40,8,0,147358.27,0
15677538,Nwokike,France,Male,38,7,1,108469.2,0
15797736,Smith,France,Male,29,4,1,20612.82,0
15695585,Atkins,Spain,Male,34,6,1,181196.76,0
15744398,Burns,France,Female,23,5,0,160249.1,0
15750658,Obiuto,France,Male,37,8,0,110783.28,0
15578186,Pirozzi,Germany,Male,37,9,0,144995.33,0
15676519,George,Spain,Male,61,9,0,150227.85,1
15637954,Lewis,France,Female,35,0,1,53718.28,0
15758639,Moran,France,Male,37,7,0,75248.3,0
15613772,Dalrymple,France,Male,39,3,1,14353.43,1
15731744,Carslaw,France,Male,30,2,1,130486.57,0
15807709,Kirby,Germany,Female,55,9,1,100127.71,0
15714689,Houghton,Spain,Male,29,1,1,196356.17,0
15699005,Martin,France,Female,41,2,1,9983.88,0
15624170,Tan,France,Female,38,4,1,118974.77,0
